Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,987.27311,708.55746,278.71565,6030.00000,378,379,0,1,0.00000,0.00000,200.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,986.82621,708.55746,278.26875,30.00000,377,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,991.29519,713.02644,278.26875,30.00000,378,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,986.41655,710.12160,276.29495,30.00000,375,0,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,977.47858,701.18363,276.29495,30.00000,373,0,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,979.04273,702.74778,276.29495,30.00000,374,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,985.07586,708.78091,276.29495,30.00000,375,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,996.24832,711.46230,284.78602,30.00000,378,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,998.25936,714.14369,284.11567,30.00000,378,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,1000.94075,716.82508,284.11567,5542.00000,379,1,0,0,44.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,44,3,120,360
2022-01-11,998.25936,714.14369,284.11567,5542.00000,378,0,0,1,36.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,36,3,120,360
2022-01-12,995.57797,711.46230,284.11567,5542.00000,377,0,0,1,49.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,49,3,120,360
2022-01-13,990.66209,714.36714,276.29495,2786.00000,377,2,0,1,18.00000,0.00000,200.00000,30,0,,10,0,0,2756.00000,,18,1,30,120
2022-01-14,991.36968,717.04853,274.32115,30.00000,377,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,988.68828,714.36714,274.32115,30.00000,376,1,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,988.68828,714.36714,274.32115,30.00000,376,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,999.19040,724.86925,274.32115,30.00000,376,2,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,1008.57526,733.13687,275.43839,30.00000,379,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,1008.57526,733.13687,275.43839,5542.00000,379,0,0,0,47.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,47,3,120,360
2022-01-20,1005.89387,730.45548,275.43839,5542.00000,378,0,0,1,39.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,39,3,120,360
2022-01-21,1003.92007,730.45548,273.46459,5542.00000,377,0,0,0,34.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,34,3,120,360
2022-01-22,1003.69662,730.45548,273.24114,2786.00000,376,0,0,0,17.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,17,1,30,120
2022-01-23,1003.69662,730.45548,273.24114,30.00000,376,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,1011.96424,738.72310,273.24114,30.00000,377,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,878.56506,605.32392,273.24114,8030.00000,338,1,40,0,0.00000,8000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,782.03500,508.79386,273.24114,5230.00000,313,2,26,1,0.00000,5200.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
