Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,2743729.2818011222,90850.0,1.1825666907680155,447053.44391134055
P_aircraft,1,2652101.886503569,82850.0,1.1156918919617795,432124.0035703797
P_aircraft,2,1867773.259144609,87250.0,1.6683349615994114,304328.2999837264
P_aircraft,3,2254644.093599443,85050.0,1.3472192833551664,367363.6511894959
P_aircraft,4,3548124.1327346493,92650.0,0.9325853458453489,578118.6662565706
P_drone,0,2743774.7985005192,93100.0,1.2118341497331055,447060.86023967725
P_drone,1,2653202.4296633108,85100.0,1.1455159547217046,432303.322139817
P_drone,2,1873977.3567017904,89500.0,1.7056922059369501,305339.1734681101
P_drone,3,2254684.80770376,87300.0,1.3828350340606872,367370.28500015335
P_drone,4,3552873.353890877,94900.0,0.9539562423676002,578892.4873794748
P_OGI,0,2652178.6783195017,108912.0,1.4666109480146048,432136.51575443684
P_OGI,1,2561679.57077857,100512.0,1.4013127663048295,417390.91458837816
P_OGI,2,1780306.9967308412,102912.0,2.064491449046553,290076.8597642091
P_OGI,3,2042337.763652929,99312.0,1.7366653087358221,332771.2165071423
P_OGI,4,3507113.387655413,107112.0,1.090762729512421,571436.5220134596
P_stationary,0,2965213.748813916,247150.0,2.976778897580798,483141.33144736534
P_stationary,1,2960059.7989574075,236950.0,2.858894946305025,482301.5652764165
P_stationary,2,2147640.311544398,244150.0,4.060103924419468,349928.83734086284
P_stationary,3,2554442.1132618277,244150.0,3.4135214150570583,416211.6691251021
P_stationary,4,3962333.6566154766,249750.0,2.2511084704466273,645608.4858171372
P_truck,0,2743774.7985005192,92500.0,1.204024262624192,447060.86023967725
P_truck,1,2653202.4296633108,84500.0,1.1374394615039254,432303.322139817
P_truck,2,1873977.3567017904,88900.0,1.6942573978524567,305339.1734681101
P_truck,3,2254684.80770376,86700.0,1.3733310132080365,367370.28500015335
P_truck,4,3552873.353890877,94300.0,0.9479249067994173,578892.4873794748
