Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,0.0,250.0,inf,0.0
P_aircraft,1,0.0,250.0,inf,0.0
P_aircraft,2,33604.0802846784,10450.0,11.106219320766556,5475.328750683786
P_aircraft,3,0.0,250.0,inf,0.0
P_aircraft,4,0.0,250.0,inf,0.0
P_drone,0,0.0,1000.0,inf,0.0
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,33604.0802846784,11200.0,11.903316401204346,5475.328750683786
P_drone,3,0.0,1000.0,inf,0.0
P_drone,4,0.0,1000.0,inf,0.0
P_OGI,0,123191.3500379136,49104.0,14.235693375992385,20072.35832625001
P_OGI,1,96818.9801050368,48704.0,17.965780775024722,15775.338616325495
P_OGI,2,117288.2686912128,48504.0,14.769471266101966,19110.531347460394
P_OGI,3,107354.1635521632,46904.0,15.603892776165203,17491.903757615186
P_OGI,4,101900.885527152,45504.0,15.948270211153659,16603.36612459954
P_stationary,0,241983.2085099264,235350.0,34.73529090970933,39427.87921921516
P_stationary,1,210736.5174524448,231950.0,39.30941192144327,34336.65504460894
P_stationary,2,237573.8851094208,231950.0,34.86885171580704,38709.43982193581
P_stationary,3,221656.4804398176,231750.0,37.34059883050865,36115.914789099734
P_stationary,4,219346.23904004163,232550.0,37.86414200309585,35739.49231152993
P_truck,0,132178.2539499072,46100.0,12.456122866114827,21536.65233317174
P_truck,1,108089.3115356256,46500.0,15.364278503771615,17611.6861428422
P_truck,2,128674.79371728,44300.0,12.295670437359231,20965.811043183297
P_truck,3,119551.13886297602,43100.0,12.875542039377578,19479.23532642836
P_truck,4,112326.57891564482,41700.0,13.258533542663491,18302.091347020098
P_aircraft,5,5924.979333648001,3950.0,23.809606857239636,965.3949585259606
P_aircraft,6,18466.9602446016,5350.0,10.346663773605297,3008.9405068795586
P_aircraft,7,0.0,250.0,inf,0.0
P_aircraft,8,12168.597281184,4550.0,13.354045355027873,1982.7077540800174
P_aircraft,9,18466.9602446016,5350.0,10.346663773605297,3008.9405068795586
P_drone,5,5924.979333648001,4700.0,28.33041828582944,965.3949585259606
P_drone,6,18466.9602446016,6100.0,11.79713065775557,3008.9405068795586
P_drone,7,0.0,1000.0,inf,0.0
P_drone,8,12168.597281184,5300.0,15.55526162234016,1982.7077540800174
P_drone,9,18466.9602446016,6100.0,11.79713065775557,3008.9405068795586
P_OGI,5,103791.4892541504,48304.0,16.621236187473556,16911.41433942612
P_OGI,6,112220.4405720384,49304.0,15.691055336097921,18284.797544619465
P_OGI,7,107896.9217178528,45904.0,15.194396145198912,17580.338833477796
P_OGI,8,95211.2629519488,43104.0,16.168555312678606,15513.382928900126
P_OGI,9,112220.4405720384,49304.0,15.691055336097921,18284.797544619465
P_stationary,5,196198.9114663296,225350.0,41.020687757971935,31967.94947827384
P_stationary,6,252311.9249266272,238350.0,33.73800109715564,41110.803360418526
P_stationary,7,235062.7629001632,236150.0,35.87947519790986,38300.28654315682
P_stationary,8,219718.5054431616,230750.0,37.507407088672785,35800.14806888584
P_stationary,9,252311.9249266272,238350.0,33.73800109715564,41110.803360418526
P_truck,5,117043.5917568096,44300.0,13.51755216492498,19070.664562170696
P_truck,6,127989.251569008,46900.0,13.087036446157276,20854.111255465832
P_truck,7,121437.05027025602,42100.0,12.381488394400693,19786.518991448964
P_truck,8,108573.30248420162,40300.0,13.2563501464381,17690.545898364722
P_truck,9,127989.251569008,46900.0,13.087036446157276,20854.111255465832
P_aircraft,10,0.0,250.0,inf,0.0
P_aircraft,11,0.0,250.0,inf,0.0
P_aircraft,12,27016.5740560128,9250.0,12.227943564281006,4401.984027556022
P_aircraft,13,16969.4036366112,5750.0,12.101612246059625,2764.9339849916532
P_aircraft,14,11222.9601977376,4350.0,13.842795494228055,1828.6290271265061
P_drone,10,0.0,1000.0,inf,0.0
P_drone,11,0.0,1000.0,inf,0.0
P_drone,12,27016.5740560128,10000.0,13.219398447871356,4401.984027556022
P_drone,13,16969.4036366112,6500.0,13.680083408589143,2764.9339849916532
P_drone,14,0.0,1000.0,inf,0.0
P_OGI,10,98812.5939096768,46704.0,16.88043936509445,16100.170925075883
P_OGI,11,116724.282929568,50504.0,15.45277675256875,19018.637522973906
P_OGI,12,127534.75586625602,51104.0,14.310944845943483,20780.057349890718
P_OGI,13,103208.7337566624,48104.0,16.64587809061361,16816.46224125875
P_OGI,14,122151.193973856,48504.0,14.18148818632485,19902.879014378195
P_stationary,10,220454.323672896,231950.0,37.57662101343059,35920.03966164516
P_stationary,11,227274.4405747584,232150.0,36.480439276867166,37031.285136582854
P_stationary,12,231049.3915831392,235950.0,36.47179356996263,37646.362163346
P_stationary,13,243823.5362168064,237350.0,34.766068304202626,39727.73563899506
P_stationary,14,232778.8885515264,231350.0,35.49505735427149,37928.1602186717
P_truck,10,110432.1764782944,43100.0,13.938742886121267,17993.424183904208
P_truck,11,125828.2742257728,46900.0,13.311793476516726,20502.009329843822
P_truck,12,139949.3707228224,47500.0,12.121730613483383,22802.850328510533
P_truck,13,118588.0728027744,45900.0,13.823360777706833,19322.316784288287
P_truck,14,130206.3146744256,45500.0,12.48019348418878,21215.351594744156
P_aircraft,15,7473.705842764802,4150.0,19.831431532426453,1217.7389212375265
P_aircraft,16,0.0,250.0,inf,0.0
P_aircraft,17,0.0,250.0,inf,0.0
P_aircraft,18,0.0,250.0,inf,0.0
P_aircraft,19,13522.0291438752,5950.0,15.715097027153787,2203.231105027474
