Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2017 ""True"" Mitigated Emissions (Kg Methane)","Year 2018 ""True"" Mitigated Emissions (Kg Methane)","Year 2019 ""True"" Mitigated Emissions (Kg Methane)","Year 2020 ""True"" Mitigated Emissions (Kg Methane)","Year 2021 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2017 ""True"" Emissions (Kg Methane)","Year 2018 ""True"" Emissions (Kg Methane)","Year 2019 ""True"" Emissions (Kg Methane)","Year 2020 ""True"" Emissions (Kg Methane)","Year 2021 ""True"" Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2017 ""Estimated"" Emissions (Kg Methane)","Year 2018 ""Estimated"" Emissions (Kg Methane)","Year 2019 ""Estimated"" Emissions (Kg Methane)","Year 2020 ""Estimated"" Emissions (Kg Methane)","Year 2021 ""Estimated"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,31278.1974654816,2075785.5768610176,0.0,1445276.6641763714,630508.9126846464,0.031112492160468873,0.095690057,0.002586218,839.0402493375173,3017.681637552,52.36531866576001,0.0,0.0,13160.264867164804,18115.258890821115,2.6737074956836677,0.0,286304.96649731934,340431.8231600808,378156.0683460728,346577.88358037686,324667.51258697093,240295.33998300176,0.0,8946.973653686557,21286.28958367089,19767.601984764086,48.85352934084237,0.0
P_aircraft,1,96774.96057701761,2043988.120237565,0.0,1414135.6641648577,629852.4560727072,0.03137879352375297,0.095690057,0.002586218,809.1797783996694,3017.681637552,48.26503013760001,11185.472424240905,22230.687074888698,0.0,11540.4815487744,17919.733122115198,33898.586406998395,283145.01709695597,317318.56686667394,370023.7560530912,326923.5374002508,355170.882358378,337266.53940470266,36983.634333776405,21639.508013347913,9568.675668683636,41593.2767952616,31508.338502417377,47332.74658994982
P_aircraft,2,76410.2461954176,2096083.5161543428,0.0,1436413.10404176,659670.4121125825,0.030726824514219826,0.095690057,0.002586218,805.5663013660042,3017.681637552,46.13109460704,0.0,11313.010233993604,13086.973553788801,24696.500867510393,27313.761540124797,0.0,295164.82157254685,374999.1964021826,344132.77734949207,337521.77142473747,340608.5901998418,243389.33302113597,9272.318182205903,20405.592005479586,36802.20257024972,37042.9879633695,25928.248600583072,62.01149630096782
P_aircraft,3,95619.2812246656,2096774.2732724354,0.0,1319020.931529101,777753.3417433344,0.03162749747976653,0.095690057,0.002586218,815.8654759814924,3017.681637552,46.924339392,0.0,21630.777669878404,12869.557443878402,29569.704744816,14224.1065961184,17317.182531675535,301109.4966507078,341589.62196706387,353640.0318969466,327056.7809419871,361947.39705836744,353412.4377590913,18869.980861481316,46616.29569861445,62338.369382171906,62601.164106564895,34711.61186109357,27748.953204029043
P_aircraft,4,52863.6149067456,2077445.4324925826,0.0,1424798.4376555202,652646.9948370624,0.031035473286227543,0.095690057,0.002586218,829.3195339291747,3017.681637552,46.924335763200006,13200.485739436801,0.0,27873.7252058592,11789.4039614496,0.0,0.0,269556.3173683564,340384.0845218612,355143.13368335535,394424.6189881579,339019.51269479166,218227.09706492568,18121.397368577098,38504.013003400585,79654.72953155216,13062.698635831432,30.986648318726978,0.0
P_drone,0,31278.1974654816,2075785.5768610176,0.0,1445276.6641763714,630508.9126846464,0.031112492160468873,0.095690057,0.002586218,839.0402493375173,3017.681637552,52.36531866576001,0.0,0.0,13160.264867164804,18115.258890821115,2.6737074956836677,0.0,286304.96649731934,340431.8231600808,378156.0683460728,346577.88358037686,324667.51258697093,240295.33998300176,0.0,8946.973653686557,21286.28958367089,19767.601984764086,48.85352934084237,0.0
P_drone,1,99583.04685182401,2041182.715353322,0.0,1411330.2592806146,629852.4560727072,0.03137879352375297,0.095690057,0.002586218,808.0691668065408,3017.681637552,48.26503013760001,11185.472424240905,22230.687074888698,0.0,14323.835826128612,17944.465119567387,33898.586406998395,283145.01709695597,317318.56686667394,370024.0761746196,324142.5474898688,355146.1472629882,337266.53940470266,36983.634333776405,21639.508013347913,10259.104215990521,41715.89644013612,31564.544978610356,47332.74658994982
P_drone,2,65097.235961424005,2107346.0268664514,0.0,1447675.614753869,659670.4121125825,0.030726824514219826,0.095690057,0.002586218,809.8947067127023,3017.681637552,46.13109460704,0.0,0.0,13086.973553788801,24696.500867510393,27313.761540124797,0.0,295190.07155849703,386236.45712834114,344132.77734949207,337521.77142473747,340608.5901998418,243389.33302113597,0.0,9434.990415015738,36776.19329135147,37042.9879633695,25928.248600583072,62.01149630096782
P_drone,3,95566.3237611936,2096829.9121264708,0.0,1319076.5703831362,777753.3417433344,0.03162749747976653,0.095690057,0.002586218,815.8871253410392,3017.681637552,46.924339392,0.0,21630.777669878404,12869.557443878402,29516.747281344,14224.1065961184,17317.182531675535,301109.4966507078,341589.62196706387,353640.3796725227,327112.0720204464,361947.39705836744,353412.4377590913,18869.980861481316,46616.29569861445,62304.423620856105,62566.281517892756,34780.4402110815,27748.953204029043
P_drone,4,52863.6149067456,2077445.4324925826,0.0,1424798.4376555202,652646.9948370624,0.031035473286227543,0.095690057,0.002586218,829.3195339291747,3017.681637552,46.924335763200006,13200.485739436801,0.0,27873.7252058592,11789.4039614496,0.0,0.0,269556.3173683564,340384.0845218612,355143.13368335535,394424.6189881579,339019.51269479166,218227.09706492568,18121.397368577098,38504.013003400585,79654.72953155216,13062.698635831432,30.986648318726978,0.0
P_none,0,0.0,2106940.430360765,0.0,1476431.5176761185,630508.9126846464,0.031112492160468873,0.095690057,0.002586218,851.6331569768655,3017.681637552,55.1919610944,0.0,0.0,0.0,0.0,0.0,0.0,286304.96649731934,340456.5251824853,391286.7748781815,364574.6544612514,324670.18665133044,240295.33998300176,0.0,0.0,0.0,0.0,0.0,0.0
