Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,857.89601,606.88806,251.00795,5512.00000,351,352,0,0,20,0.00000,0.00000,5512.00000,,20,3,180,300
2022-01-02,868.32364,612.92119,255.40245,5512.00000,355,4,0,0,27,0.00000,0.00000,5512.00000,,27,3,180,360
2022-01-03,867.87674,612.47429,255.40245,5512.00000,354,0,0,1,25,0.00000,200.00000,5512.00000,,25,3,180,300
2022-01-04,868.32364,612.47429,255.84935,5512.00000,355,1,0,0,37,0.00000,0.00000,5512.00000,,37,3,180,360
2022-01-05,861.17327,605.32392,255.84935,0.00000,354,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-06,858.97602,605.10047,253.87555,0.00000,352,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-07,850.26150,605.32392,244.93758,0.00000,352,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,850.26150,605.32392,244.93758,0.00000,352,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,850.26150,605.32392,244.93758,0.00000,352,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,850.26150,605.32392,244.93758,0.00000,352,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,856.51807,611.13360,245.38448,0.00000,353,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-12,855.66152,611.58050,244.08102,0.00000,355,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,855.66152,611.58050,244.08102,0.00000,355,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,858.34291,614.26189,244.08102,0.00000,356,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,862.81189,618.73087,244.08102,0.00000,357,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,808.99787,566.89066,242.10722,3400.00000,339,0,17,0,0,3400.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,742.63346,500.52624,242.10722,3600.00000,322,1,18,0,0,3600.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,669.37936,429.24594,240.13342,4600.00000,300,2,23,0,0,4600.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,545.81194,305.67852,240.13342,6400.00000,266,0,32,2,0,6400.00000,400.00000,0.00000,,0,0,0,0
2022-01-20,543.35400,303.22058,240.13342,0.00000,266,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-21,543.35400,303.22058,240.13342,0.00000,266,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,540.67261,300.53919,240.13342,0.00000,265,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-23,541.38020,303.22058,238.15962,0.00000,265,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,544.06159,305.90197,238.15962,0.00000,266,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,546.03539,305.90197,240.13342,0.00000,267,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,547.78574,305.67852,242.10722,0.00000,267,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-27,546.48229,305.90197,240.58032,0.00000,268,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,547.41333,308.80681,238.60652,0.00000,268,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-29,545.62574,307.24267,238.38307,0.00000,266,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-30,547.86023,309.47716,238.38307,0.00000,266,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-31,552.18025,317.74478,234.43546,0.00000,265,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,550.16920,315.06339,235.10581,0.00000,265,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-02,550.16920,315.06339,235.10581,0.00000,265,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,551.50990,317.07443,234.43546,0.00000,265,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-04,549.53610,317.07443,232.46166,0.00000,264,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-05,546.85471,314.39304,232.46166,0.00000,263,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-06,549.53610,317.07443,232.46166,0.00000,264,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,557.58027,325.11861,232.46166,0.00000,264,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-08,558.02717,325.11861,232.90856,0.00000,265,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,558.02717,325.11861,232.90856,0.00000,265,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-10,548.86575,324.89516,223.97059,0.00000,263,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-11,542.60917,327.57655,215.03262,0.00000,263,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-12,542.38572,327.35310,215.03262,0.00000,262,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-13,543.05607,327.35310,215.70297,0.00000,263,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,532.29327,322.88411,209.40915,0.00000,262,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-15,535.64500,325.56550,210.07950,0.00000,264,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-16,536.09190,326.01240,210.07950,0.00000,265,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-17,538.77329,328.69379,210.07950,0.00000,266,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-18,538.77329,328.69379,210.07950,0.00000,266,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-19,541.45468,331.37518,210.07950,0.00000,267,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-20,541.45468,331.37518,210.07950,0.00000,267,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-21,550.16920,331.37518,218.79402,0.00000,267,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-22,552.85059,334.05657,218.79402,0.00000,268,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-23,555.53198,336.73796,218.79402,0.00000,269,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-24,556.23957,339.41936,216.82022,0.00000,269,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-25,556.46302,339.41936,217.04367,0.00000,270,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-26,556.68647,339.64280,217.04367,0.00000,271,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-27,565.62444,339.64280,225.98164,0.00000,272,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-28,567.41203,341.43040,225.98164,0.00000,272,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-01,567.41203,341.43040,225.98164,0.00000,272,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-02,567.85893,341.87730,225.98164,0.00000,273,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-03,565.40099,339.41936,225.98164,0.00000,273,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-04,573.66861,347.68698,225.98164,0.00000,274,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-05,573.66861,347.68698,225.98164,0.00000,274,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-06,574.11551,348.13387,225.98164,0.00000,275,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-07,574.56241,348.13387,226.42853,0.00000,276,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-08,576.12655,349.69802,226.42853,0.00000,277,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-09,582.15968,355.06080,227.09888,0.00000,280,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-10,582.15968,355.06080,227.09888,0.00000,280,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-11,590.65075,355.28425,235.36650,0.00000,282,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-12,590.65075,355.28425,235.36650,0.00000,282,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-13,591.76800,356.84839,234.91960,0.00000,282,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-14,591.54455,356.84839,234.69615,0.00000,281,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-15,591.32110,356.62494,234.69615,0.00000,280,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-16,588.63971,353.94355,234.69615,0.00000,279,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-03-17,587.07556,352.37941,234.69615,0.00000,278,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-18,595.11974,352.15596,242.96378,0.00000,278,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-19,597.09354,352.15596,244.93758,0.00000,279,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-20,609.19704,356.62494,252.57209,0.00000,281,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-21,622.38054,360.87048,261.51006,0.00000,282,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-22,629.12126,369.58500,259.53626,0.00000,283,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-23,636.49508,368.02085,268.47423,0.00000,283,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-24,639.17647,361.76428,277.41220,0.00000,283,2,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-03-25,639.17647,361.76428,277.41220,0.00000,283,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-26,642.08131,364.66912,277.41220,0.00000,285,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-27,653.03032,375.61813,277.41220,0.00000,287,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-28,650.34893,372.93674,277.41220,0.00000,286,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-29,652.58343,375.61813,276.96530,0.00000,286,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-30,654.14757,377.18227,276.96530,0.00000,287,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-31,654.59447,377.18227,277.41220,0.00000,288,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-04-01,662.86209,385.44989,277.41220,0.00000,289,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-04-02,664.38899,385.00300,279.38600,0.00000,289,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-04-03,664.61244,385.00300,279.60945,0.00000,290,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-04-04,664.83589,385.22644,279.60945,0.00000,291,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
