Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,1075.5652373150685,779.5592084657535,296.00602852054794,1130.87647,806.29414,336.82734,1016.142744,747.70576,259.31281,6.8493150684931505,2500.0,0.0,0.0
P_aircraft,1,1036.9020951506848,626.9336011232876,409.96849356164375,1164.7439219999999,727.10374,441.75164399999994,940.669046,551.47266,374.02419,34.553424657534244,12612.0,0.0,0.0
P_aircraft,2,876.1267122191779,525.9725128219178,350.154199369863,998.89991,677.72146,371.47686999999996,776.880776,407.481984,322.02756,67.73698630136987,24724.0,0.0,0.0
P_aircraft,3,1064.867529671233,687.1326560273974,377.7348736986301,1163.932052,745.29251,423.26495,982.64771,652.248254,311.197716,6.8493150684931505,2500.0,0.0,0.0
P_aircraft,4,1054.718139150685,736.5430928219176,318.17504649315066,1097.8581219999999,776.93292,338.82349,1013.70715,704.2672339999999,292.83019,20.975342465753425,7656.0,0.0,0.0
P_drone,0,1075.5652373150685,779.5592084657535,296.00602852054794,1130.87647,806.29414,336.82734,1016.142744,747.70576,259.31281,2.73972602739726,1000.0,0.0,0.0
P_drone,1,1036.9020951506848,626.9336011232876,409.96849356164375,1164.7439219999999,727.10374,441.75164399999994,940.669046,551.47266,374.02419,30.443835616438356,11112.0,0.0,0.0
P_drone,2,876.1267122191779,525.9725128219178,350.154199369863,998.89991,677.72146,371.47686999999996,776.880776,407.481984,322.02756,63.62739726027397,23224.0,0.0,0.0
P_drone,3,1064.867529671233,687.1326560273974,377.7348736986301,1163.932052,745.29251,423.26495,982.64771,652.248254,311.197716,2.73972602739726,1000.0,0.0,0.0
P_drone,4,1054.718139150685,736.5430928219176,318.17504649315066,1097.8581219999999,776.93292,338.82349,1013.70715,704.2672339999999,292.83019,16.865753424657534,6156.0,0.0,0.0
P_none,0,1075.5652373150685,779.5592084657535,296.00602852054794,1130.87647,806.29414,336.82734,1016.142744,747.70576,259.31281,0.0,0.0,0.0,0.0
P_none,1,1072.241353150685,662.2728596438357,409.96849356164375,1169.27249,729.78513,441.75164399999994,998.542396,609.34601,374.02419,0.0,0.0,0.0,0.0
P_none,2,966.9732043561644,616.819004410959,350.154199369863,1011.85252,689.072686,371.47686999999996,942.210848,584.275004,322.02756,0.0,0.0,0.0,0.0
P_none,3,1064.867529671233,687.1326560273974,377.7348736986301,1163.932052,745.29251,423.26495,982.64771,652.248254,311.197716,0.0,0.0,0.0,0.0
P_none,4,1070.3828476438357,752.2078009589039,318.17504649315066,1104.256216,781.4019,338.82349,1022.71215,704.2672339999999,292.83019,0.0,0.0,0.0,0.0
P_OGI,0,914.5930359452055,618.5870076164384,296.00602852054794,1105.3138780000002,764.73259,336.82734,693.92153,431.92733,259.31281,113.55616438356165,41448.0,0.0,0.0
P_OGI,1,952.6066439726028,542.6381506849315,409.96849356164375,1162.323222,724.42235,441.75164399999994,764.7176880000001,385.315824,374.02419,110.26849315068493,40248.0,0.0,0.0
P_OGI,2,835.8899371232877,485.73573701369867,350.154199369863,994.1702359999999,673.69938,371.47686999999996,685.452804,315.867804,322.02756,109.72054794520548,40048.0,0.0,0.0
P_OGI,3,907.0774901917807,529.3426159452056,377.7348736986301,1117.10455,698.681,423.26495,699.880176,376.64599,311.197716,114.1041095890411,41648.0,0.0,0.0
P_OGI,4,907.6726402739727,589.4975932876712,318.17504649315066,1021.90773,700.96018,338.82349,721.882476,424.55351,292.83019,119.58356164383562,43648.0,0.0,0.0
P_stationary,0,415.0787472876712,119.07271920547944,296.00602852054794,1003.5476600000001,736.3545359999999,336.82734,321.267832,34.63463,259.31281,2432.958904109589,888030.0,5742.0,30.0
P_stationary,1,518.068325780822,108.09983199999999,409.96849356164375,1034.882686,657.7897959999999,441.75164399999994,427.71903,34.85808,374.02419,2408.849315068493,879230.0,5742.0,30.0
P_stationary,2,454.2699016164384,104.11570186301368,350.154199369863,957.58415,585.52632,371.47686999999996,378.11330999999996,36.556290000000004,322.02756,2408.301369863014,879030.0,5742.0,30.0
P_stationary,3,483.67245284931505,105.93757832876713,377.7348736986301,968.91303,667.5321799999999,423.26495,384.76464999999996,34.09835,311.197716,2406.6575342465753,878430.0,5742.0,30.0
P_stationary,4,438.08769016438356,119.9126419178082,318.17504649315066,1073.30105,770.6316459999999,338.82349,352.535824,33.29393,292.83019,2437.3424657534247,889630.0,5742.0,30.0
P_truck,0,862.0794098356165,566.0733814520547,296.00602852054794,1098.573156,759.50388,336.82734,601.562526,335.84417,259.31281,127.92328767123287,46692.0,0.0,0.0
P_truck,1,924.5781543013698,514.6096612054794,409.96849356164375,1159.44073,722.63476,441.75164399999994,720.77268,341.4304,374.02419,114.77260273972603,41892.0,0.0,0.0
P_truck,2,800.1527553424658,449.9985555068493,350.154199369863,992.46458,671.33082,371.47686999999996,622.201778,253.16796,322.02756,110.93698630136986,40492.0,0.0,0.0
P_truck,3,854.0453393972604,476.31046561643836,377.7348736986301,1091.005678,681.2519599999999,423.26495,604.45247,282.886704,311.197716,125.18356164383562,45692.0,0.0,0.0
P_truck,4,848.5583855890411,530.3833389315068,318.17504649315066,1024.12733,702.47964,338.82349,583.50038,293.746338,292.83019,138.33424657534246,50492.0,0.0,0.0
