Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,44582.04540,7067.16540,37514.88000,400.00000,356,358,0,2,0.00000,0.00000,400.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,45410.00602,7031.12602,38378.88000,400.00000,355,1,0,2,0.00000,0.00000,400.00000,400.00000,0,,1,20,30,0.00000,,0,0,0,0
2022-01-03,45513.68602,7031.12602,38482.56000,5512.00000,356,1,0,0,46.00000,0.00000,0.00000,0.00000,9,,0,0,0,5512.00000,,46,3,120,360
2022-01-04,45410.00602,7031.12602,38378.88000,5512.00000,355,0,0,0,65.00000,0.00000,0.00000,0.00000,1,,0,0,0,5512.00000,,65,3,120,360
2022-01-05,45430.91928,7052.03928,38378.88000,5512.00000,356,1,0,0,50.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,50,3,120,360
2022-01-06,45431.54125,7052.66125,38378.88000,2756.00000,357,1,0,0,19.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,19,1,30,120
2022-01-07,45435.65001,7056.77001,38378.88000,0.00000,358,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,45588.06879,7209.18879,38378.88000,0.00000,359,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,45501.66879,7209.18879,38292.48000,0.00000,358,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,45610.02169,7213.86169,38396.16000,0.00000,360,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,45610.02169,7213.86169,38396.16000,0.00000,360,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,45738.82086,7238.98086,38499.84000,0.00000,362,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,45741.91879,7242.07879,38499.84000,0.00000,363,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
