Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,2229607.5160002788,13908482.638887396,0.0,912678.4788873963,12995804.16,1.4474072896929286,10.0,0.0018034831046879,19561.86025159971,110505.5999999993,11.586587745808426,1853385.7989844405,11325249.55531762,13765508.37744968
P_aircraft,1,4040460.4913124624,13412788.570331536,0.0,1100304.730331536,12312483.84,1.5465354959543156,10.0,0.0014943460616846853,18223.897514037413,99790.27199999994,9.807998233355288,3637675.37903503,10741888.672576651,14075646.556347009
P_aircraft,2,2216469.373381224,12473345.25601115,0.0,1016929.8960111502,11456415.36,1.3666598277403688,10.0,0.00241205512703105,17372.347153218874,95912.64,10.695318506602979,1745837.3349528206,10470393.20758923,13003109.713858536
P_aircraft,3,3099096.0605965788,14301445.11880939,0.0,1010688.6388093919,13290756.48,1.6287223508623099,10.0,0.0015200923519043,20058.127796366607,130464.0,11.489558324234494,2163077.846800779,12077023.625913285,15629759.837777281
P_aircraft,4,1945948.7237255888,15862006.555485524,0.0,605511.8354855219,15256494.719999999,1.5179644758408464,10.0,0.00189516391066975,21348.595633224126,149040.0,12.378101462568544,1640108.5119122765,8220015.710532772,15709356.97915201
P_drone,0,2229823.484385215,13908266.67050246,0.0,912462.5105024601,12995804.16,1.4474072896929286,10.0,0.0018034831046879,19561.55649859699,110505.5999999993,11.586587745808426,1853493.5127707517,11325033.586932683,13763828.006410994
P_drone,1,4040460.4913124624,13412788.570331536,0.0,1100304.730331536,12312483.84,1.5465354959543156,10.0,0.0014943460616846853,18223.897514037413,99790.27199999994,9.807998233355288,3637675.37903503,10741888.672576651,14031230.268747373
P_drone,2,2219460.863909665,12470312.494067421,0.0,1013897.1340674206,11456415.36,1.3666598277403688,10.0,0.00241205512703105,17368.12325079028,95912.64,10.695318506602979,1748819.367103745,10467301.14855664,12945737.58287579
P_drone,3,3099747.76896272,14300833.548805889,0.0,1010077.0688058895,13290756.48,1.6287223508623099,10.0,0.0015200923519043,20057.27005442621,130464.0,11.349559375784256,2163729.5560190273,12076799.560230738,15520328.418218117
P_drone,4,1945948.7237255888,15862006.555485524,0.0,605511.8354855219,15256494.719999999,1.5179644758408464,10.0,0.00189516391066975,21348.595633224126,149040.0,12.378101462568544,1640108.5119122765,8220015.710532772,15862904.223348893
P_none,0,0.0,16143903.230447063,0.0,3148099.070447065,12995804.16,1.4474072896929286,10.0,0.0018034831046879,22705.91171652189,134956.79999999984,16.127241008559153,0.0,13246943.542376755,0.0
P_none,1,0.0,17460328.78991089,0.0,5147844.94991089,12312483.84,1.5465354959543156,10.0,0.0014943460616846853,23723.272812378927,136005.46230580343,13.789513622209022,0.0,14261977.136092307,0.0
P_none,2,0.0,14695747.798699433,0.0,3239332.438699432,11456415.36,1.3666598277403688,10.0,0.00241205512703105,20467.615318522887,115525.66650580941,14.781390872755466,0.0,12372841.400290886,0.0
P_none,3,0.0,17412721.888625152,0.0,4121965.4086251524,13290756.48,1.6287223508623099,10.0,0.0015200923519043,24421.769829768797,142562.72935450633,14.730478933032597,0.0,14729200.502429634,0.0
P_none,4,0.0,17811117.145813018,0.0,2554622.4258130165,15256494.719999999,1.5179644758408464,10.0,0.00189516391066975,23971.89387054242,155230.6864748674,18.27504271241272,0.0,9140934.69926548,0.0
P_OGI,0,1968292.2652081342,14170230.07062134,0.0,1174425.91062134,12995804.16,1.4474072896929286,10.0,0.0018034831046879,19930.00009932678,119231.99999999843,11.586587745808426,1633679.1492991264,11581719.169238715,12316007.392580938
P_OGI,1,2790140.1246293494,14664135.790916953,0.0,2351651.950916953,12312483.84,1.5465354959543156,10.0,0.0014943460616846853,19924.09754200673,108691.19999999937,9.828749949062598,2460771.5154103013,11803518.425130324,12849667.383046258
P_OGI,2,1919428.82037716,12770831.990775242,0.0,1314416.6307752412,11456415.36,1.3666598277403688,10.0,0.00241205512703105,17786.67408185967,104578.56000000001,10.361497443192345,1505357.9409598666,10757518.624107415,12454850.634980543
